idx,t_us,red,ir,green,finger,rb_used,flags
61670,964597605,142986,164011,0,1,0,2
61671,964613230,142773,164611,0,1,1,0
61672,964628855,142963,164154,0,1,0,0
61673,964644480,142963,164154,0,1,0,2
61674,964660105,142963,164154,0,1,0,2
61675,964675730,142791,164445,0,1,1,0
61676,964691355,142962,164158,0,1,0,0
61677,964706980,142962,164158,0,1,0,2
61678,964722605,142799,164438,0,1,1,0
61679,964738230,142933,164195,0,1,0,0
61680,964753855,142933,164195,0,1,0,2
61681,964769480,142919,164329,0,1,0,0
61682,964785105,142919,164329,0,1,0,2
61683,964800730,142919,164329,0,1,0,2
61684,964816355,142835,164488,0,1,1,0
61685,964831980,142970,164296,0,1,0,0
61686,964847605,142970,164296,0,1,0,2
61687,964863230,142970,164296,0,1,0,2
61688,964878855,142848,164549,0,1,1,0
61689,964894480,142926,164428,0,1,0,0
61690,964910105,142926,164428,0,1,0,2
61691,964925730,142853,164644,0,1,1,0
61692,964941355,142901,164494,0,1,0,0
61693,964956980,142901,164494,0,1,0,2
61694,964972605,142901,164494,0,1,0,2
61695,964988230,142901,164494,0,1,0,2
61696,965003855,142901,164494,0,1,0,2
61697,965019480,142873,164726,0,1,1,0
61698,965035105,143331,164279,0,1,0,0
61699,965050730,143331,164279,0,1,0,2
61700,965066355,142887,164887,0,1,1,0
61701,965081980,143357,164213,0,1,0,0
61702,965097605,143357,164213,0,1,0,2
61703,965113230,142947,164935,0,1,1,0
61704,965128855,143313,163979,0,1,0,0
61705,965144480,143313,163979,0,1,0,2
61706,965160105,143313,163979,0,1,0,2
61707,965175730,142848,164726,0,1,1,0
61708,965191355,143132,163661,0,1,0,0
61709,965206980,143097,163597,0,1,0,0
61710,965222605,143097,163597,0,1,0,2
61711,965238230,143097,163597,0,1,0,2
61712,965253855,143097,163597,0,1,0,2
61713,965269480,142790,164597,0,1,1,0
61714,965285105,143073,163553,0,1,0,0
61715,965300730,143073,163553,0,1,0,2
61716,965316355,142798,164563,0,1,1,0
61717,965331980,143036,163546,0,1,0,0
61718,965347605,143036,163546,0,1,0,2
61719,965363230,143036,163546,0,1,0,2
61720,965378855,142813,164594,0,1,1,0
61721,965394480,143028,163623,0,1,0,0
61722,965410105,142959,163685,0,1,0,0
61723,965425730,142959,163685,0,1,0,2
61724,965441355,142959,163685,0,1,0,2
61725,965456980,142959,163685,0,1,0,2
61726,965472605,142779,164514,0,1,1,0
61727,965488230,142964,163867,0,1,0,0
61728,965503855,142964,163867,0,1,0,2
61729,965519480,142772,164490,0,1,1,0
61730,965535105,142952,164012,0,1,0,0
61731,965550730,142952,164012,0,1,0,2
61732,965566355,142952,164012,0,1,0,2
61733,965581980,142796,164480,0,1,1,0
61734,965597605,142962,164163,0,1,0,0
61735,965613230,142890,164275,0,1,0,0
61736,965628855,142890,164275,0,1,0,2
61737,965644480,142890,164275,0,1,0,2
61738,965660105,142890,164275,0,1,0,2
61739,965675730,142840,164513,0,1,1,0
61740,965691355,142950,164317,0,1,0,0
61741,965706980,142950,164317,0,1,0,2
61742,965722605,142850,164546,0,1,1,0
61743,965738230,142971,164365,0,1,0,0
61744,965753855,142971,164365,0,1,0,2
61745,965769480,142971,164365,0,1,0,2
61746,965785105,142832,164576,0,1,1,0
61747,965800730,142912,164447,0,1,0,0
61748,965816355,142772,164484,0,1,0,0
61749,965831980,142772,164484,0,1,0,2
61750,965847605,142772,164484,0,1,0,2
61751,965863230,142772,164484,0,1,0,2
61752,965878855,142947,164647,0,1,1,0
61753,965894480,143009,164526,0,1,0,0
61754,965910105,143009,164526,0,1,0,2
61755,965925730,142968,164664,0,1,1,0
61756,965941355,143008,164461,0,1,0,0
61757,965956980,143008,164461,0,1,0,2
61758,965972605,143008,164461,0,1,0,2
61759,965988230,142839,164411,0,1,1,0
61760,966003855,142848,164211,0,1,0,0
61761,966019480,142833,164099,0,1,0,0
61762,966035105,142833,164099,0,1,0,2
61763,966050730,142833,164099,0,1,0,2
